id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|Cancer_cellHR-proficient	B_cell|Cancer_cellHRD	B_cell|Endothelial_cell	B_cell|Fibroblast	B_cell|Mast_cell	B_cell|Myeloid_cell	B_cell|T_cell	B_cell|pDC	Cancer_cellHR-proficient|B_cell	Cancer_cellHR-proficient|Cancer_cellHR-proficient	Cancer_cellHR-proficient|Cancer_cellHRD	Cancer_cellHR-proficient|Endothelial_cell	Cancer_cellHR-proficient|Fibroblast	Cancer_cellHR-proficient|Mast_cell	Cancer_cellHR-proficient|Myeloid_cell	Cancer_cellHR-proficient|T_cell	Cancer_cellHR-proficient|pDC	Cancer_cellHRD|B_cell	Cancer_cellHRD|Cancer_cellHR-proficient	Cancer_cellHRD|Cancer_cellHRD	Cancer_cellHRD|Endothelial_cell	Cancer_cellHRD|Fibroblast	Cancer_cellHRD|Mast_cell	Cancer_cellHRD|Myeloid_cell	Cancer_cellHRD|T_cell	Cancer_cellHRD|pDC	Endothelial_cell|B_cell	Endothelial_cell|Cancer_cellHR-proficient	Endothelial_cell|Cancer_cellHRD	Endothelial_cell|Endothelial_cell	Endothelial_cell|Fibroblast	Endothelial_cell|Mast_cell	Endothelial_cell|Myeloid_cell	Endothelial_cell|T_cell	Endothelial_cell|pDC	Fibroblast|B_cell	Fibroblast|Cancer_cellHR-proficient	Fibroblast|Cancer_cellHRD	Fibroblast|Endothelial_cell	Fibroblast|Fibroblast	Fibroblast|Mast_cell	Fibroblast|Myeloid_cell	Fibroblast|T_cell	Fibroblast|pDC	Mast_cell|B_cell	Mast_cell|Cancer_cellHR-proficient	Mast_cell|Cancer_cellHRD	Mast_cell|Endothelial_cell	Mast_cell|Fibroblast	Mast_cell|Mast_cell	Mast_cell|Myeloid_cell	Mast_cell|T_cell	Mast_cell|pDC	Myeloid_cell|B_cell	Myeloid_cell|Cancer_cellHR-proficient	Myeloid_cell|Cancer_cellHRD	Myeloid_cell|Endothelial_cell	Myeloid_cell|Fibroblast	Myeloid_cell|Mast_cell	Myeloid_cell|Myeloid_cell	Myeloid_cell|T_cell	Myeloid_cell|pDC	T_cell|B_cell	T_cell|Cancer_cellHR-proficient	T_cell|Cancer_cellHRD	T_cell|Endothelial_cell	T_cell|Fibroblast	T_cell|Mast_cell	T_cell|Myeloid_cell	T_cell|T_cell	T_cell|pDC	pDC|B_cell	pDC|Cancer_cellHR-proficient	pDC|Cancer_cellHRD	pDC|Endothelial_cell	pDC|Fibroblast	pDC|Mast_cell	pDC|Myeloid_cell	pDC|T_cell	pDC|pDC
CPI-CC099977BFA	ACVR_1C2B_receptor_Activin_ligand_ab	complex:ACVR_1C2B_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.568																																																																																	
CPI-CC0E6C03753	ACVR_1B2A_receptor_Inhibin_ligand_B	complex:ACVR_1B2A_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.568																																																																																	
CPI-CC0D97B02B1	ACVR_1C2A_receptor_Activin_ligand_ab	complex:ACVR_1C2A_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.568																																																																																	
CPI-CC041F23977	ACVR_1B2A_receptor_Activin_ligand_ab	complex:ACVR_1B2A_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.568																																																																																	
CPI-CC0E18AEFB6	ACVR_1A2B_receptor_Activin_ligand_ab	complex:ACVR_1A2B_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.568																																																																																	
CPI-CC0490ADAF8	ACVR_1A2A_receptor_Activin_ligand_ab	complex:ACVR_1A2A_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.568																																																																																	
CPI-CS03DF8BD36	BMR1B_AVR2B_BMP8A	complex:BMR1B_AVR2B	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.568																																																																																	
CPI-CS01319F57A	BMR1B_AVR2A_BMP8A	complex:BMR1B_AVR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.568																																																																																	
CPI-CS017A50010	BMR1A_AVR2B_BMP8A	complex:BMR1A_AVR2B	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.568																																																																																	
CPI-CS0C091F24B	BMR1A_ACR2A_BMP8A	complex:BMR1A_ACR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.568																																																																																	
CPI-CS0484364A2	BMPR1B_BMPR2_BMP8A	complex:BMPR1B_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.568																																																																																	
CPI-CS090FFEDFE	BMPR1A_BMPR2_BMP8A	complex:BMPR1A_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.568																																																																																	
CPI-CC0C18A9B16	ACVR_1B2B_receptor_Activin_ligand_ab	complex:ACVR_1B2B_receptor	complex:Activin_ligand_ab			True	True	False	curated	False	1.568																																																																																	
CPI-CS03D4B768E	ACVR_1A2B_receptor_BMP8A	complex:ACVR_1A2B_receptor	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.568																																																																																	
CPI-CC031341B06	ACVR_1B2B_receptor_Inhibin_ligand_B	complex:ACVR_1B2B_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.568																																																																																	
CPI-CC065C6CA6D	ACVR_1C2B_receptor_Inhibin_ligand_B	complex:ACVR_1C2B_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.568																																																																																	
CPI-CS027F8BD7E	BMR1B_AVR2B_GDF6	complex:BMR1B_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	1.568																																																																																	
CPI-CS0D9226707	BMR1B_AVR2A_GDF6	complex:BMR1B_AVR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	1.568																																																																																	
CPI-CS04C402DFB	BMR1A_ACR2A_GDF6	complex:BMR1A_ACR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	1.568																																																																																	
CPI-CS0C623F17A	BMPR1B_BMPR2_GDF6	complex:BMPR1B_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	1.568																																																																																	
CPI-CS0B9A4CA4D	BMPR1A_BMPR2_GDF6	complex:BMPR1A_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	1.568																																																																																	
CPI-CS0E997FABD	BMR1B_AVR2B_BMP4	complex:BMR1B_AVR2B	simple:P12644		BMP4	True	True	False	curated	False	1.568																																																																																	
CPI-CS02957B1BF	BMR1B_AVR2A_BMP4	complex:BMR1B_AVR2A	simple:P12644		BMP4	True	True	False	curated	False	1.568																																																																																	
CPI-CS0BCDC40FC	BMR1A_AVR2B_BMP4	complex:BMR1A_AVR2B	simple:P12644		BMP4	True	True	False	curated	False	1.568																																																																																	
CPI-CS058910188	BMR1B_AVR2B_BMP2	complex:BMR1B_AVR2B	simple:P12643		BMP2	True	True	False	curated	False	1.568																																																																																	
CPI-CC0492F9C60	ACVR_1C2A_receptor_Inhibin_ligand_B	complex:ACVR_1C2A_receptor	complex:Inhibin_ligand_B			True	True	False	curated	False	1.568																																																																																	
CPI-CS08A043594	BMR1B_AVR2A_BMP2	complex:BMR1B_AVR2A	simple:P12643		BMP2	True	True	False	curated	False	1.568																																																																																	
CPI-CS075442484	BMR1A_ACR2A_BMP2	complex:BMR1A_ACR2A	simple:P12643		BMP2	True	True	False	curated	False	1.568																																																																																	
CPI-CS028ACED72	BMPR1B_BMPR2_BMP2	complex:BMPR1B_BMPR2	simple:P12643		BMP2	True	True	False	curated	False	1.568																																																																																	
CPI-CS0E4E75E3B	BMPR1A_BMPR2_BMP2	complex:BMPR1A_BMPR2	simple:P12643		BMP2	True	True	False	curated	False	1.568																																																																																	
CPI-CS09DFE4623	ACVR_1C2B_receptor_INHA	complex:ACVR_1C2B_receptor	simple:P05111		INHA	True	True	False	curated	False	1.568																																																																																	
CPI-CS096F1E209	ACVR_1C2A_receptor_INHA	complex:ACVR_1C2A_receptor	simple:P05111		INHA	True	True	False	curated	False	1.568																																																																																	
CPI-CS08387C315	ACVR_1B2B_receptor_INHA	complex:ACVR_1B2B_receptor	simple:P05111		INHA	True	True	False	curated	False	1.568																																																																																	
CPI-CS03F19BFCB	ACVR_1B2A_receptor_INHA	complex:ACVR_1B2A_receptor	simple:P05111		INHA	True	True	False	curated	False	1.568																																																																																	
CPI-CS004C594E2	ACVR_1A2B_receptor_INHA	complex:ACVR_1A2B_receptor	simple:P05111		INHA	True	True	False	curated	False	1.568																																																																																	
CPI-CS0E467E60C	ACVR_1A2A_receptor_INHA	complex:ACVR_1A2A_receptor	simple:P05111		INHA	True	True	False	curated	False	1.568																																																																																	
CPI-CS0BE59B43E	BMR1A_AVR2B_BMP2	complex:BMR1A_AVR2B	simple:P12643		BMP2	True	True	False	curated	False	1.568																																																																																	
CPI-CS0F4A9F786	ACVR_1A2A_receptor_BMP8A	complex:ACVR_1A2A_receptor	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.568																																																																																	
CPI-CS0AEE2FB22	ACVR1_BMPR2_BMP8A	complex:ACVR1_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.568																																																																																	
CPI-CS0C0D60519	BMR1B_AVR2B_BMP6	complex:BMR1B_AVR2B	simple:P22004		BMP6	True	True	False	curated	False	1.568																																																																																	
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	1.568																																																																																	
CPI-SS08F13AD5C	CD80_CD274	simple:P33681	simple:Q9NZQ7	CD80	CD274	False	True	True	curated	False	1.568																																																																																	
CPI-SS016EE0084	PDCD1_CD274	simple:Q15116	simple:Q9NZQ7	PDCD1	CD274	False	True	True	curated	False	1.568																																																																																	
CPI-SS0D26F639E	KIR2DL3_CXCL9	simple:P43628	simple:Q07325	KIR2DL3	CXCL9	True	True	False	IMEx,IntAct	False	1.568																																																																																	
CPI-SS064281234	LAMP1_VSTM1	simple:P11279	simple:Q6UX27	LAMP1	VSTM1	True	True	True	IMEx,IntAct	False	1.568																																																																																	
CPI-SS0ABD11350	HLA-C_KIR2DL1	simple:HLAC	simple:P43626	HLA-C	KIR2DL1	False	True	True	curated	False	1.568																																																																																	
CPI-SS00E3EB9FE	CNR2_ADIPOQ	simple:P34972	simple:Q15848	CNR2	ADIPOQ	True	True	False	IMEx,IntAct	False	1.568																																																																																	
CPI-SS04A4A2334	ASGR2_ADIPOQ	simple:P07307	simple:Q15848	ASGR2	ADIPOQ	True	True	False	IMEx,IntAct	False	1.568																																																																																	
CPI-CS0D9F0FAFD	ADR_complex_ADIPOQ	complex:ADR_complex	simple:Q15848		ADIPOQ	True	True	False	curated	False	1.568																																																																																	
CPI-CS00F859B66	ACVR_1A2A_receptor_BMP7	complex:ACVR_1A2A_receptor	simple:P18075		BMP7	True	True	False	curated	False	1.568																																																																																	
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	FFAR2	TNF	True	True	False	IMEx,IntAct	False	1.568																																																																																	
CPI-SS02CF96625	KIR2DL3_FAM3C	simple:P43628	simple:Q92520	KIR2DL3	FAM3C	True	True	False	IMEx,IntAct	False	1.568																																																																																	
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	FFAR2	FAM3C	True	True	False	IMEx,IntAct	False	1.568																																																																																	
CPI-SC03C325B42	ICAM3_integrin_aDb2_complex	simple:P32942	complex:integrin_aDb2_complex	ICAM3		False	False	False	curated	True	1.568																																																																																	
CPI-SC032D980B8	VCAM1_integrin_aDb2_complex	simple:P19320	complex:integrin_aDb2_complex	VCAM1		False	False	False	curated	True	1.568																																																																																	
CPI-SC0DA808D76	TGFB3_integrin_aVb6_complex	simple:P10600	complex:integrin_aVb6_complex	TGFB3		True	False	False	curated	True	1.568																																																																																	
CPI-SC08AC51E15	TGFB1_integrin_aVb6_complex	simple:P01137	complex:integrin_aVb6_complex	TGFB1		True	False	False	curated	True	1.568																																																																																	
CPI-SC03C27B368	TNC_integrin_aVb6_complex	simple:P24821	complex:integrin_aVb6_complex	TNC		True	False	False	curated	True	1.568																																																																																	
CPI-SC06CB2F292	NRG1_integrin_a6b4_complex	simple:Q02297	complex:integrin_a6b4_complex	NRG1		True	True	False	curated	True	1.568																																																																																	
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	TGFB2	TGFBR3	True	False	True	curated	False	1.568																																																																																	
CPI-SS00FB3CB09	FFAR2_CCL4L2	simple:O15552	simple:Q8NHW4	FFAR2	CCL4L2	True	True	False	IMEx,IntAct	False	1.568																																																																																	
CPI-CS0B174B76B	ACVR_1A2B_receptor_BMP7	complex:ACVR_1A2B_receptor	simple:P18075		BMP7	True	True	False	curated	False	1.568																																																																																	
CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	1.568																																																																																	
CPI-CS08109C435	BMPR1B_BMPR2_BMP7	complex:BMPR1B_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	1.568																																																																																	
CPI-CS0921BB754	BMR1B_AVR2A_BMP6	complex:BMR1B_AVR2A	simple:P22004		BMP6	True	True	False	curated	False	1.568																																																																																	
CPI-CS076E1A639	BMR1A_AVR2B_BMP6	complex:BMR1A_AVR2B	simple:P22004		BMP6	True	True	False	curated	False	1.568																																																																																	
CPI-CS0247DA882	BMR1A_ACR2A_BMP6	complex:BMR1A_ACR2A	simple:P22004		BMP6	True	True	False	curated	False	1.568																																																																																	
CPI-CS0EF793D6A	BMPR1B_BMPR2_BMP6	complex:BMPR1B_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	1.568																																																																																	
CPI-CS0F6CFB979	BMPR1A_BMPR2_BMP6	complex:BMPR1A_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	1.568																																																																																	
